,drug_name,drug_id,ind_name,ind_id,status
2191,Docosanol,DB00632,Herpes Labialis,C0019345,Approved
2192,Sulfacetamide,DB00634,Trachoma,C0040592,Approved
2193,Sulfacetamide,DB00634,Blepharoconjunctivitis,C0005743,Approved
2194,Sulfacetamide,DB00634,Infective blepharitis,C0729587,Approved
2195,Sulfacetamide,DB00634,Acne Vulgaris,C0001144,Approved
2196,Sulfacetamide,DB00634,Inclusion conjunctivitis,C0009770,Approved
2197,Sulfacetamide,DB00634,Bacterial conjunctivitis,C0009768,Approved
2198,Sulfacetamide,DB00634,Amebiasis,C0002438,Approved
2199,Sulfacetamide,DB00634,Iridocyclitis,C0022073,Approved
2200,Sulfacetamide,DB00634,Vulvovaginitis,C0042998,Approved
2201,Sulfacetamide,DB00634,Seborrheic dermatitis,C0036508,Approved
2202,Sulfacetamide,DB00634,Scurfiness of scalp,C0423775,Approved
2203,Prednisone,DB00635,Exfoliative dermatitis,C0011606,Approved
2204,Prednisone,DB00635,Acute lymphocytic leukemia,C0023449,Approved
2205,Prednisone,DB00635,Crohn Disease,C0010346,Approved
2206,Prednisone,DB00635,"Lymphoma, Non-Hodgkin",C0024305,Approved
2207,Prednisone,DB00635,Mycosis Fungoides,C0026948,Approved
2208,Prednisone,DB00635,Contact Dermatitis,C0011616,Approved
2209,Prednisone,DB00635,Simple Pulmonary Eosinophilia,C0242459,Approved
2210,Prednisone,DB00635,Pemphigus,C0030807,Approved
2211,Prednisone,DB00635,Nephrotic Syndrome,C0027726,Approved
2212,Prednisone,DB00635,Trichinellosis,C0040896,Approved
2213,Prednisone,DB00635,Allergic rhinitis (disorder),C2607914,Approved
2214,Prednisone,DB00635,Autoimmune hemolytic anemia,C0002880,Approved
2215,Prednisone,DB00635,"Lymphoma, Follicular",C0024301,Approved
2216,Prednisone,DB00635,Asthma,C0004096,Approved
2217,Prednisone,DB00635,Berylliosis,C0005138,Approved
2218,Prednisone,DB00635,Laryngeal Edema,C0023052,Approved
2219,Prednisone,DB00635,Chronic Lymphocytic Leukemia,C0023434,Approved
2220,Prednisone,DB00635,Thyroiditis,C0040147,Approved
2221,Prednisone,DB00635,Hodgkin Disease,C0019829,Approved
2222,Prednisone,DB00635,"Lupus Erythematosus, Systemic",C0024141,Approved
2223,Prednisone,DB00635,Erythema Multiforme,C0014742,Approved
2224,Prednisone,DB00635,Adrenogenital disorder,C0701163,Approved
2225,Prednisone,DB00635,Transplanted organ rejection,C0345468,Approved
2226,Prednisone,DB00635,Humoral hypercalcemia of malignancy (disorder),C0149911,Approved
2227,Prednisone,DB00635,Adrenal cortical hypofunction,C0405580,Approved
2228,Prednisone,DB00635,Dermatologic disorders,C0037274,Approved
2229,Prednisone,DB00635,Angioedema,C0002994,Approved
2230,Prednisone,DB00635,Musculoskeletal Diseases,C0026857,Approved
2231,Prednisone,DB00635,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
2232,Prednisone,DB00635,Dermatitis Herpetiformis,C0011608,Approved
2233,Prednisone,DB00635,Rheumatic Heart Disease,C0035439,Approved
2234,Prednisone,DB00635,Psoriasis,C0033860,Approved
2235,Prednisone,DB00635,Multiple Sclerosis,C0026769,Approved
2236,Prednisone,DB00635,"Anemia, Diamond-Blackfan",C1260899,Approved
2237,Prednisone,DB00635,Cooley's anemia,C0002875,Approved
2238,Prednisone,DB00635,Addison Disease,C0001403,Approved
2239,Prednisone,DB00635,Exacerbation of asthma,C0349790,Approved
2240,Prednisone,DB00635,Diffuse Large B-Cell Lymphoma,C0079744,Approved
2241,Prednisone,DB00635,"Arthritis, Psoriatic",C0003872,Approved
2242,Prednisone,DB00635,Serum Sickness,C0036830,Approved
2243,Prednisone,DB00635,Acquired thrombocytopenia,C0154301,Approved
2244,Prednisone,DB00635,Sarcoidosis,C0036202,Approved
2245,Prednisone,DB00635,Rheumatoid Arthritis,C0003873,Approved
2246,Prednisone,DB00635,Ankylosing spondylitis,C0038013,Approved
2247,Prednisone,DB00635,"Arthritis, Gouty",C0003868,Approved
2248,Prednisone,DB00635,Epicondylitis,C0014488,Approved
2249,Prednisone,DB00635,Autoimmune Diseases,C0004364,Approved
2250,Prednisone,DB00635,Inflammatory Bowel Diseases,C0021390,Approved
2251,Clofibrate,DB00636,Hyperlipidemia,C0020473,Approved
2252,Astemizole,DB00637,Sneezing,C0037383,Approved
2253,Astemizole,DB00637,Allergic Conjunctivitis,C0009766,Approved
2254,Astemizole,DB00637,Chronic idiopathic urticaria,C0578870,Approved
2255,Astemizole,DB00637,Allergic rhinitis (disorder),C2607914,Approved
2256,Butoconazole,DB00639,"Candidiasis, Vulvovaginal",C0700345,Approved
2257,Adenosine,DB00640,Pulmonary Cystic Fibrosis,C0392164,Approved
2258,Adenosine,DB00640,Paroxysmal supraventricular tachycardia,C0030590,Approved
2259,Simvastatin,DB00641,Hypoalphalipoproteinemias,C0473527,Approved
2260,Simvastatin,DB00641,Hyperlipoproteinemia Type III,C0020479,Approved
2261,Simvastatin,DB00641,Cerebrovascular accident,C0038454,Approved
2262,Simvastatin,DB00641,Arteriosclerosis,C0003850,Approved
2263,Simvastatin,DB00641,Familial hypercholesterolemia - heterozygous,C0342882,Approved
2264,Simvastatin,DB00641,Hypercholesterolemia,C0020443,Approved
2265,Simvastatin,DB00641,Familial hypercholesterolemia - homozygous,C0342881,Approved
2266,Simvastatin,DB00641,Hypertriglyceridemia,C0020557,Approved
2267,Simvastatin,DB00641,"Hyperlipidemia, Familial Combined",C0020474,Approved
2268,Pemetrexed,DB00642,Malignant Pleural Mesothelioma,C0812413,Approved
2269,Pemetrexed,DB00642,Non-Small Cell Lung Carcinoma,C0007131,Approved
2270,Mebendazole,DB00643,Enterobiasis,C0086227,Approved
2271,Mebendazole,DB00643,Ascariasis,C0003950,Approved
2272,Mebendazole,DB00643,Infection by Trichuris trichiura,C0040954,Approved
2273,Gonadorelin,DB00644,Amenorrhea,C0002453,Approved
2274,Dyclonine,DB00645,Skin irritation,C0152030,Approved
2275,Dyclonine,DB00645,Pruritus,C0033774,Approved
2276,Dyclonine,DB00645,Mouth irritation,C0235339,Approved
2277,Nystatin,DB00646,"Candidiasis, Vulvovaginal",C0700345,Approved
2278,Nystatin,DB00646,Mucocutaneous candidiasis,C0006848,Approved
2279,Nystatin,DB00646,Gastrointestinal candidiasis,C0343886,Approved
2280,Nystatin,DB00646,Oral candidiasis,C0006849,Approved
2281,Nystatin,DB00646,Cutaneous Candidiasis,C0006846,Approved
2282,Dextropropoxyphene,DB00647,Pain,C0030193,Approved
2283,Mitotane,DB00648,Carcinoma in situ of adrenal cortex,C0686510,Approved
2284,Stavudine,DB00649,HIV Infections,C0019693,Approved
2285,Leucovorin,DB00650,Poisoning by pyrimethamine,C0274478,Approved
2286,Leucovorin,DB00650,Methotrexate poisoning,C0568062,Approved
2287,Leucovorin,DB00650,"Anemia, Megaloblastic",C0002888,Approved
2288,Leucovorin,DB00650,Folic Acid Deficiency,C0016412,Approved
2289,Leucovorin,DB00650,Poisoning by sulfadiazine,C0274462,Approved
2290,Dyphylline,DB00651,Pulmonary Emphysema,C0034067,Approved
2291,Dyphylline,DB00651,Asthma,C0004096,Approved
2292,Dyphylline,DB00651,Bronchial Spasm,C0006266,Approved
2293,Dyphylline,DB00651,Asthma night-time symptoms,C1273489,Approved
2294,Dyphylline,DB00651,"Bronchitis, Chronic",C0008677,Approved
2295,Dyphylline,DB00651,Asthma-chronic obstructive pulmonary disease overlap syndrome,C4038730,Approved
2296,Pentazocine,DB00652,Labor Pain,C0474368,Approved
2297,Pentazocine,DB00652,Pain,C0030193,Approved
2298,Magnesium Sulfate,DB00653,Eclampsia in pregnancy,C0156677,Approved
2299,Magnesium Sulfate,DB00653,Hypomagnesemia,C0151723,Approved
2300,Magnesium Sulfate,DB00653,Mild pre-eclampsia,C0269658,Approved
2301,Magnesium Sulfate,DB00653,Severe pre-eclampsia,C0341950,Approved
2302,Magnesium Sulfate,DB00653,Incomplete passage of stool,C0426639,Approved
2303,Magnesium Sulfate,DB00653,Constipation,C0009806,Approved
2304,Latanoprost,DB00654,Ocular Hypertension,C0028840,Approved
2305,Latanoprost,DB00654,"Glaucoma, Open-Angle",C0017612,Approved
2306,Estrone,DB00655,Acne Vulgaris,C0001144,Approved
2307,Estrone,DB00655,Chemotherapy-induced nausea and vomiting,C0401160,Approved
2308,Estrone,DB00655,Atrophic Vaginitis,C0221392,Approved
2309,Trazodone,DB00656,Major Depressive Disorder,C1269683,Approved
2310,Mecamylamine,DB00657,Hypertensive disease,C0020538,Approved
2311,Acamprosate,DB00659,"Alcoholic Intoxication, Chronic",C0001973,Approved
2312,Metaxalone,DB00660,Muscle Spasticity,C0026838,Approved
2313,Verapamil,DB00661,Atrial Fibrillation,C0004238,Approved
2314,Verapamil,DB00661,Hypertensive disease,C0020538,Approved
2315,Verapamil,DB00661,"Angina Pectoris, Variant",C0002963,Approved
2316,Verapamil,DB00661,Paroxysmal supraventricular tachycardia,C0030590,Approved
2317,Verapamil,DB00661,Angina Pectoris,C0002962,Approved
2318,Trimethobenzamide,DB00662,Vomiting,C0042963,Approved
2319,Trimethobenzamide,DB00662,Nausea,C0027497,Approved
2320,Trimethobenzamide,DB00662,Nausea and vomiting,C0027498,Approved
2321,Flumethasone,DB00663,Seborrheic dermatitis,C0036508,Approved
2322,Flumethasone,DB00663,Chronic small plaque psoriasis,C0406317,Approved
2323,Flumethasone,DB00663,"Lupus Erythematosus, Discoid",C0024138,Approved
2324,Flumethasone,DB00663,Pruritus of genital organs,C0033777,Approved
2325,Flumethasone,DB00663,Exanthema,C0015230,Approved
2326,Flumethasone,DB00663,"Lymphoma, T-Cell, Cutaneous",C0079773,Approved
2327,Flumethasone,DB00663,Granuloma Annulare,C0085074,Approved
2328,Flumethasone,DB00663,Scalp psoriasis,C0406326,Approved
2329,Flumethasone,DB00663,Contact Dermatitis,C0011616,Approved
2330,Flumethasone,DB00663,Lichen Simplex Chronicus,C0149922,Approved
2331,Flumethasone,DB00663,Pruritus Ani,C0033775,Approved
2332,Flumethasone,DB00663,"Dermatitis, Atopic",C0011615,Approved
2333,Nilutamide,DB00665,Metastatic Prostate Carcinoma,C0936223,Approved
2334,Nafarelin,DB00666,Precocious Puberty,C0034013,Approved
2335,Nafarelin,DB00666,Endometriosis,C0014175,Approved
2336,Histamine Phosphate,DB00667,Degenerative polyarthritis,C0029408,Approved
2337,Epinephrine,DB00668,anaphylaxis,C0002792,Approved
2338,Epinephrine,DB00668,Hypotension,C0020649,Approved
2339,Epinephrine,DB00668,Bronchiectasis,C0006267,Approved
2340,Epinephrine,DB00668,Asthma attack,C0347950,Approved
2341,Epinephrine,DB00668,"Glaucoma, Open-Angle",C0017612,Approved
2342,Epinephrine,DB00668,Dyspnea,C0013404,Approved
2343,Epinephrine,DB00668,Bronchitis,C0006277,Approved
2344,Epinephrine,DB00668,Wheezing,C0043144,Approved
2345,Epinephrine,DB00668,Exacerbation of asthma,C0349790,Approved
2346,Epinephrine,DB00668,Asthma,C0004096,Approved
2347,Epinephrine,DB00668,Pulmonary Emphysema,C0034067,Approved
2348,Sumatriptan,DB00669,Migraine Disorders,C0149931,Approved
2349,Sumatriptan,DB00669,Cluster Headache,C0009088,Approved
2350,Pirenzepine,DB00670,Peptic Ulcer,C0030920,Approved
2351,Cefixime,DB00671,Acute otitis media,C0271429,Approved
2352,Cefixime,DB00671,Acute exacerbation of chronic bronchitis,C0856695,Approved
2353,Cefixime,DB00671,Upper Respiratory Infections,C0041912,Approved
2354,Cefixime,DB00671,Acute gonococcal urethritis,C0275652,Approved
2355,Cefixime,DB00671,Streptococcal tonsillitis,C0275804,Approved
2356,Cefixime,DB00671,Pharyngitis,C0031350,Approved
2357,Cefixime,DB00671,Proteus urinary tract infection,C0577709,Approved
2358,Cefixime,DB00671,Acute gonococcal cervicitis,C0153195,Approved
2359,Cefixime,DB00671,Escherichia coli urinary tract infection,C0577708,Approved
2360,Cefixime,DB00671,Infective otitis media,C0729586,Approved
2361,Cefixime,DB00671,Bronchitis,C0006277,Approved
2362,Cefixime,DB00671,Urinary tract infection,C0042029,Approved
2363,Cefixime,DB00671,Tonsillitis,C0040425,Approved
2364,Cefixime,DB00671,Gonorrhea,C0018081,Approved
2365,Chlorpropamide,DB00672,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,Approved
2366,Aprepitant,DB00673,Chemotherapy-induced nausea and vomiting,C0401160,Approved
2367,Galantamine,DB00674,Alzheimer's Disease,C0002395,Approved
2368,Tamoxifen,DB00675,Malignant epithelial neoplasm of female breast,C3163805,Approved
2369,Tamoxifen,DB00675,Invasive Ductal Breast Carcinoma,C1134719,Approved
2370,Losartan,DB00678,Diabetic Nephropathy,C0011881,Approved
2371,Losartan,DB00678,Hypertensive urgency,C0745138,Approved
2372,Losartan,DB00678,Hypertensive disease,C0020538,Approved
2373,Thioridazine,DB00679,Treatment-resistant schizophrenia,C3544321,Approved
2374,Moricizine,DB00680,Ventricular arrhythmia,C0085612,Approved
2375,Amphotericin B,DB00681,Aspergillosis,C0004030,Approved
2376,Amphotericin B,DB00681,Candidiasis of the esophagus,C0239295,Approved
2377,Amphotericin B,DB00681,Yaws,C0043388,Approved
2378,Amphotericin B,DB00681,Brucellosis,C0006309,Approved
2379,Amphotericin B,DB00681,Rhinocerebral phycomycosis,C1636205,Approved
2380,Amphotericin B,DB00681,Invasive Pulmonary Aspergillosis,C0276653,Approved
2381,Amphotericin B,DB00681,Coccidioidomycosis,C0009186,Approved
2382,Amphotericin B,DB00681,Infective otitis media,C0729586,Approved
2383,Amphotericin B,DB00681,Fungal infection of lung,C0151874,Approved
2384,Amphotericin B,DB00681,"Meningitis, Fungal",C0085438,Approved
2385,Amphotericin B,DB00681,Acute gonococcal cervicitis,C0153195,Approved
2386,Amphotericin B,DB00681,Gonorrhea of rectum,C0275665,Approved
2387,Amphotericin B,DB00681,Histoplasmosis,C0019655,Approved
2388,Amphotericin B,DB00681,Mucormycosis,C0026718,Approved
2389,Amphotericin B,DB00681,Relapsing Fever,C0035021,Approved
2390,Amphotericin B,DB00681,Granuloma Inguinale,C0018190,Approved
2391,Amphotericin B,DB00681,Gonorrhea of pharynx,C0149966,Approved
2392,Amphotericin B,DB00681,Bronchitis,C0006277,Approved
2393,Amphotericin B,DB00681,Psittacosis,C0029291,Approved
2394,Amphotericin B,DB00681,Rocky Mountain Spotted Fever,C0035793,Approved
2395,Amphotericin B,DB00681,Pulmonary cryptococcosis,C0276688,Approved
2396,Amphotericin B,DB00681,Infection of skin AND/OR subcutaneous tissue,C0178299,Approved
2397,Amphotericin B,DB00681,Sinusitis,C0037199,Approved
2398,Amphotericin B,DB00681,"Leishmaniasis, Visceral",C0023290,Approved
2399,Amphotericin B,DB00681,Intraabdominal Infections,C1112209,Approved
2400,Amphotericin B,DB00681,Q Fever,C0034362,Approved
2401,Amphotericin B,DB00681,Gonorrhea,C0018081,Approved
2402,Amphotericin B,DB00681,Chlamydia trachomatis infection of genital structure,C1997322,Approved
2403,Amphotericin B,DB00681,Syphilis,C0039128,Approved
2404,Amphotericin B,DB00681,Septicemia candida,C0349009,Approved
2405,Amphotericin B,DB00681,Fungal septicemia,C2960008,Approved
2406,Amphotericin B,DB00681,Cutaneous Candidiasis,C0006846,Approved
2407,Amphotericin B,DB00681,Infection by Cryptococcus neoformans,C0010414,Approved
2408,Amphotericin B,DB00681,Blastomycosis,C0005716,Approved
2409,Amphotericin B,DB00681,Lymphogranuloma Venereum,C0024286,Approved
2410,Amphotericin B,DB00681,Systemic candidiasis,C0153252,Approved
2411,Amphotericin B,DB00681,Candidal meningitis,C0153256,Approved
2412,Amphotericin B,DB00681,Candidal endocarditis,C0153254,Approved
2413,Amphotericin B,DB00681,Candidiasis,C0006840,Approved
2414,Amphotericin B,DB00681,Disseminated sporotrichosis,C0276725,Approved
2415,Amphotericin B,DB00681,Acne Vulgaris,C0001144,Approved
2416,Amphotericin B,DB00681,Mycotic endocarditis,C0276648,Approved
2417,Amphotericin B,DB00681,Urinary tract infection,C0042029,Approved
2418,Amphotericin B,DB00681,Pharyngitis,C0031350,Approved
2419,Amphotericin B,DB00681,Pelvic Inflammatory Disease,C0242172,Approved
2420,Amphotericin B,DB00681,Pneumonia,C0032285,Approved
2421,Amphotericin B,DB00681,Acute gonococcal urethritis,C0275652,Approved
2422,Amphotericin B,DB00681,Candidemia,C0877445,Approved
2423,Amphotericin B,DB00681,Diaper Rash,C0011974,Approved
2424,Amphotericin B,DB00681,Actinomycosis,C0001261,Approved
2425,Amphotericin B,DB00681,Leishmaniasis,C0023281,Approved
2426,Amphotericin B,DB00681,candidal peritonitis,C2062982,Approved
2427,Amphotericin B,DB00681,Urinary tract infection fungal,C0877131,Approved
2428,Amphotericin B,DB00681,TYPHUS,C0041471,Approved
2429,Amphotericin B,DB00681,Oral candidiasis,C0006849,Approved
2430,Amphotericin B,DB00681,Trachoma,C0040592,Approved
2431,Amphotericin B,DB00681,Gingivostomatitis,C0149704,Approved
2432,Amphotericin B,DB00681,Rickettsialpox,C0035597,Approved
2433,Warfarin,DB00682,Thrombosis,C0040053,Approved
2434,Warfarin,DB00682,Thromboembolism,C0040038,Approved
2435,Warfarin,DB00682,Cerebral Embolism,C0007780,Approved
2436,Warfarin,DB00682,Deep Vein Thrombosis,C0149871,Approved
2437,Midazolam,DB00683,Agitation,C0085631,Approved
2438,Midazolam,DB00683,Anxiety,C0003467,Approved
2439,Tobramycin,DB00684,Enterobacteriaceae Infections,C0014347,Approved
2440,Tobramycin,DB00684,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved
2441,Tobramycin,DB00684,Pneumonia due to Pseudomonas,C0155860,Approved
2442,Tobramycin,DB00684,Bacterial sepsis,C0684256,Approved
2443,Tobramycin,DB00684,Punctate keratitis,C0259799,Approved
2444,Tobramycin,DB00684,Serratia Infections,C0085394,Approved
2445,Tobramycin,DB00684,Dacryocystitis,C0010930,Approved
2446,Tobramycin,DB00684,Anterior uveitis,C0042165,Approved
2447,Tobramycin,DB00684,Bacterial conjunctivitis,C0009768,Approved
2448,Tobramycin,DB00684,Sepsis due to Pseudomonas,C2887096,Approved
2449,Tobramycin,DB00684,Escherichia coli septicemia,C0276088,Approved
2450,Tobramycin,DB00684,Neonatal meningitis,C0456107,Approved
2451,Tobramycin,DB00684,Osteomyelitis due to Staphylococcus aureus,C1997728,Approved
2452,Tobramycin,DB00684,Corneal Perforation,C0339293,Approved
2453,Tobramycin,DB00684,Bacterial peritonitis,C0341503,Approved
2454,Tobramycin,DB00684,"Meningitis, Bacterial",C0085437,Approved
2455,Tobramycin,DB00684,Allergic Conjunctivitis,C0009766,Approved
2456,Tobramycin,DB00684,Rhinoscleroma,C0035468,Approved
2457,Tobramycin,DB00684,Staphylococcus aureus infection,C1318973,Approved
2458,Tobramycin,DB00684,Herpes zoster keratitis,C1275687,Approved
2459,Tobramycin,DB00684,Blepharoconjunctivitis,C0005743,Approved
2460,Tobramycin,DB00684,Infection of bone,C2242472,Approved
2461,Tobramycin,DB00684,Sepsis of the newborn,C0456103,Approved
2462,Tobramycin,DB00684,Rosacea,C0035854,Approved
2463,Tobramycin,DB00684,Meibomianitis,C0549398,Approved
2464,Tobramycin,DB00684,Pneumonia due to Escherichia coli,C0276089,Approved
2465,Tobramycin,DB00684,Enterobacter pneumonia,C1096258,Approved
2466,Tobramycin,DB00684,Escherichia coli Infections,C0014836,Approved
2467,Tobramycin,DB00684,Keratoconjunctivitis,C0022573,Approved
2468,Tobramycin,DB00684,Corneal abrasion,C0010032,Approved
2469,Tobramycin,DB00684,Staphylococcal Pneumonia,C0032308,Approved
2470,Tobramycin,DB00684,Nosocomial pneumonia,C0949083,Approved
2471,Tobramycin,DB00684,Infective blepharitis,C0729587,Approved
2472,Trovafloxacin,DB00685,Female genital tract infection,C1263758,Approved
2473,Trovafloxacin,DB00685,Postoperative infection,C0392618,Approved
2474,Trovafloxacin,DB00685,Urinary tract infection,C0042029,Approved
2475,Trovafloxacin,DB00685,Intraabdominal Infections,C1112209,Approved
2476,Trovafloxacin,DB00685,Haemophilus influenzae pneumonia,C0276026,Approved
2477,Trovafloxacin,DB00685,Pneumonia due to Pseudomonas,C0155860,Approved
2478,Trovafloxacin,DB00685,Acute Moraxella catarrhalis bronchitis,C0339932,Approved
2479,Trovafloxacin,DB00685,Mycoplasma pneumonia,C0032302,Approved
2480,Trovafloxacin,DB00685,Acute gonococcal cervicitis,C0153195,Approved
2481,Trovafloxacin,DB00685,Gonorrhea of rectum,C0275665,Approved
2482,Trovafloxacin,DB00685,Acute gonococcal urethritis,C0275652,Approved
2483,Trovafloxacin,DB00685,Chronic Bacterial Prostatitis,C1720797,Approved
2484,Trovafloxacin,DB00685,Staphylococcal Pneumonia,C0032308,Approved
2485,Trovafloxacin,DB00685,Acute gonococcal endometritis,C0153196,Approved
2486,Trovafloxacin,DB00685,Bacterial infection due to Klebsiella pneumoniae,C0343402,Approved
2487,Trovafloxacin,DB00685,Legionella pneumophila pneumonia,C0857846,Approved
